Samples,timestamp,Roll,Pitch,Yow,X,Y,Z,RSSI,Distance,Label
305,50:03.7,-0.04,0.03,0.01,0.41,-0.1,10.92,-49,4.344782731,AB
306,50:03.8,-0.04,0.03,0.01,0.42,-0.1,10.93,-49,4.344782731,AB
307,50:03.9,0.22,0.02,0.01,0.36,3.96,10.22,-49,4.344782731,AB
308,50:03.9,0.14,0.11,0,0.3,5.33,9.24,-49,4.344782731,AB
309,50:04.0,-0.05,-0.07,-0.17,0.98,3.86,10.2,-49,4.344782731,AB
310,50:04.4,-0.11,-0.04,-0.2,0.27,2.95,11.17,-49,4.344782731,AB
311,50:04.1,0.02,0.09,0.1,0.4,0.98,11.27,-49,4.344782731,AB
312,50:04.2,-0.1,-0.05,-0.07,0.06,0.82,10.96,-51,4.801727519,AB
313,50:04.2,-0.03,-0.07,0.02,0.92,0.81,9.85,-51,4.801727519,AB
314,50:04.3,-0.07,0.12,0.14,0.46,-0.68,11.13,-53,5.306729611,AB
315,50:04.3,-0.12,-0.07,-0.05,0.27,-0.33,10.48,-53,5.306729611,AB
316,50:04.4,-0.15,-0.01,-0.09,0.65,-4.52,10.42,-55,5.864843236,AB
317,50:04.5,-0.2,0.11,-0.13,0.32,-5.78,10.64,-56,6.165540179,AB
318,50:04.5,-0.03,0.14,-0.07,0.6,-4.64,10.81,-56,6.165540179,AB
319,50:04.6,0,0.11,0.02,0.5,-2.6,11.22,-57,6.481654184,AB
320,50:04.6,-0.03,0.07,-0.01,0.26,-1.98,11.06,-57,6.481654184,AB
321,50:04.7,-0.04,0.05,0.01,0.3,-1.68,10.7,-57,6.481654184,AB
322,50:04.8,-0.01,0.04,-0.01,0.28,-0.27,10.87,-57,6.481654184,AB
323,50:04.8,0.22,0.05,0.01,0.4,4.21,10.43,-57,6.481654184,AB
324,50:04.9,0,0.16,0,0.76,5.64,12.82,-57,6.481654184,AB
325,50:04.9,-0.28,0.03,-0.12,0.42,4.8,14.27,-57,6.481654184,AB
326,50:05.0,-0.51,-0.05,-0.2,-0.05,-3.13,12.54,-57,6.481654184,AB
327,50:05.4,-0.19,-0.04,-0.07,0.77,-5.06,11.63,-57,6.481654184,AB
328,50:05.9,-0.05,0.05,-0.02,0.44,-2.34,10.77,-57,6.481654184,AB
329,50:05.2,-0.04,0.04,0.01,0.42,-1.87,11.12,-57,6.481654184,AB
330,50:05.2,-0.05,0.02,0.03,0.63,-1.67,10.78,-57,6.481654184,AB
331,50:05.3,0.02,0.03,0.03,0.51,-0.32,10.9,-57,6.481654184,AB
332,50:05.3,-0.02,0.03,0.03,0.54,0.14,10.89,-57,6.481654184,AB
333,50:05.4,-0.04,0.03,0.01,0.51,-0.3,10.92,-57,6.481654184,AB
334,50:05.5,-0.03,0.03,0.02,0.51,-0.19,10.89,-57,6.481654184,AB
335,50:05.5,-0.04,0.03,0.01,0.48,-0.25,10.92,-57,6.481654184,AB
336,50:05.6,-0.04,0.03,0.01,0.48,-0.22,10.93,-57,6.481654184,AB
337,50:05.6,-0.04,0.03,0.01,0.48,-0.22,10.93,-57,6.481654184,AB
338,50:05.7,-0.04,0.03,0.01,0.49,-0.21,10.94,-57,6.481654184,AB
339,50:05.7,-0.04,0.03,0.02,0.49,-0.22,10.91,-57,6.481654184,AB
340,50:05.8,-0.04,0.03,0.01,0.48,-0.23,10.92,-57,6.481654184,AB
341,50:05.9,-0.04,0.03,0.01,0.48,-0.22,10.92,-57,6.481654184,AB
342,50:05.9,-0.04,0.03,0.01,0.48,-0.22,10.9,-57,6.481654184,AB
343,50:06.0,-0.04,0.03,0.01,0.48,-0.23,10.91,-57,6.481654184,AB
344,50:06.4,-0.04,0.03,0.01,0.48,-0.23,10.9,-57,6.481654184,AB
345,50:07.0,-0.04,0.03,0.01,0.48,-0.23,10.92,-57,6.481654184,AB
346,50:06.1,-0.04,0.03,0.01,0.49,-0.22,10.93,-57,6.481654184,AB
347,50:06.2,-0.04,0.03,0.01,0.48,-0.22,10.93,-57,6.481654184,AB
348,50:06.3,-0.04,0.03,0.01,0.49,-0.22,10.92,-57,6.481654184,AB
349,50:06.3,-0.04,0.03,0.01,0.49,-0.22,10.92,-57,6.481654184,AB
350,50:06.4,-0.04,0.03,0.01,0.48,-0.22,10.93,-57,6.481654184,AB
351,50:06.4,-0.04,0.03,0.01,0.49,-0.22,10.91,-57,6.481654184,AB
352,50:06.5,-0.04,0.03,0.01,0.48,-0.22,10.92,-57,6.481654184,AB
353,50:06.6,-0.04,0.03,0.01,0.48,-0.23,10.91,-57,6.481654184,AB
354,50:06.6,-0.04,0.03,0.01,0.48,-0.22,10.92,-57,6.481654184,AB
355,50:06.7,-0.04,0.03,0.01,0.48,-0.22,10.92,-57,6.481654184,AB
356,50:06.7,-0.04,0.03,0.01,0.48,-0.22,10.93,-57,6.481654184,AB
357,50:06.8,-0.04,0.03,0.01,0.48,-0.23,10.91,-57,6.481654184,AB
358,50:06.9,-0.04,0.03,0.01,0.48,-0.23,10.91,-57,6.481654184,AB
359,50:06.9,-0.04,0.03,0.01,0.48,-0.22,10.91,-57,6.481654184,AB
360,50:07.0,-0.04,0.03,0.01,0.48,-0.22,10.92,-57,6.481654184,AB
361,50:07.3,-0.04,0.03,0.01,0.48,-0.23,10.92,-57,6.481654184,AB
362,50:07.9,-0.04,0.03,0.01,0.49,-0.21,10.91,-57,6.481654184,AB
363,50:07.1,-0.04,0.03,0.01,0.48,-0.22,10.91,-57,6.481654184,AB
364,50:07.2,-0.04,0.03,0.01,0.48,-0.22,10.9,-57,6.481654184,AB
365,50:07.3,-0.04,0.03,0.01,0.49,-0.23,10.92,-57,6.481654184,AB
366,50:07.3,-0.04,0.03,0.01,0.48,-0.23,10.91,-57,6.481654184,AB
367,50:07.4,-0.04,0.03,0.01,0.48,-0.22,10.91,-57,6.481654184,AB
368,50:07.4,-0.04,0.03,0.01,0.48,-0.22,10.92,-57,6.481654184,AB
369,50:07.5,-0.04,0.03,0.01,0.49,-0.22,10.92,-57,6.481654184,AB
370,50:07.5,-0.04,0.03,0.01,0.49,-0.22,10.91,-57,6.481654184,AB
371,50:07.6,-0.04,0.03,0.01,0.49,-0.22,10.91,-57,6.481654184,AB
372,50:07.7,-0.04,0.03,0.01,0.48,-0.21,10.92,-57,6.481654184,AB
373,50:07.7,-0.04,0.03,0.01,0.48,-0.23,10.92,-57,6.481654184,AB
374,50:07.8,-0.04,0.03,0.01,0.47,-0.22,10.91,-57,6.481654184,AB
375,50:07.9,-0.04,0.03,0.01,0.48,-0.22,10.92,-57,6.481654184,AB
376,50:08.0,-0.04,0.03,0.01,0.48,-0.22,10.93,-57,6.481654184,AB
377,50:08.3,-0.04,0.03,0.01,0.48,-0.22,10.9,-57,6.481654184,AB
378,50:08.9,-0.04,0.03,0.01,0.48,-0.22,10.91,-57,6.481654184,AB
379,50:08.1,-0.04,0.03,0.01,0.48,-0.22,10.91,-57,6.481654184,AB
380,50:08.2,-0.04,0.03,0.01,0.48,-0.22,10.9,-57,6.481654184,AB
381,50:08.3,-0.04,0.03,0.01,0.49,-0.22,10.91,-57,6.481654184,AB
382,50:08.3,-0.04,0.03,0.01,0.49,-0.22,10.92,-57,6.481654184,AB
383,50:08.4,-0.04,0.03,0.01,0.48,-0.23,10.92,-57,6.481654184,AB
384,50:08.4,-0.04,0.03,0.01,0.57,0.63,11.95,-57,6.481654184,AB
385,50:08.5,-0.03,-0.03,0.23,1.2,4.09,8.42,-57,6.481654184,AB
386,50:08.6,0.05,0.07,0.24,0.55,4.61,11.12,-57,6.481654184,AB
387,50:08.6,0.07,0.02,-0.05,0.57,3.81,11.45,-57,6.481654184,AB
388,50:08.7,-0.04,0,-0.07,0.3,1.98,12.01,-58,6.8139757,AB
389,50:08.7,-0.12,0.1,0.02,0.64,1.96,11.8,-58,6.8139757,AB
390,50:08.8,0.02,0.03,-0.04,-0.04,0.7,9.62,-59,7.163335705,AB
391,50:08.9,0.14,-0.01,0.12,0.32,0.22,10.84,-59,7.163335705,AB
392,50:08.9,-0.03,0.07,0.11,0.99,0.29,10.97,-59,7.163335705,AB
393,50:09.0,-0.06,0.03,-0.05,0.12,0.1,9.67,-59,7.163335705,AB
394,50:09.3,-0.36,-0.03,0.11,0.09,-3.91,11.16,-59,7.163335705,AB
395,50:09.9,-0.31,-0.08,0.15,0.44,-5.09,10.75,-59,7.163335705,AB
396,50:09.1,-0.24,-0.04,0.16,0.69,-5.92,11.85,-59,7.163335705,AB
397,50:09.2,-0.13,0.06,0.03,0.54,-3.94,11.62,-59,7.163335705,AB
398,50:09.3,0.01,0.05,0.02,0.51,-1.89,10.49,-58,6.8139757,AB
399,50:09.3,-0.04,0.05,0.02,0.42,-1.47,10.88,-58,6.8139757,AB
400,50:09.4,-0.06,0.05,0.04,0.39,-1.53,11.06,-57,6.481654184,AB
401,50:09.4,-0.01,0.03,0.03,0.43,0.05,10.89,-57,6.481654184,AB
402,50:09.5,-0.04,0.04,0.01,0.41,-0.19,10.91,-57,6.481654184,AB
403,50:09.6,-0.04,0.03,0.02,0.4,-0.31,10.9,-57,6.481654184,AB
404,50:09.6,-0.04,0.03,0.01,0.41,-0.12,10.91,-57,6.481654184,AB
405,50:09.7,-0.04,0.03,0.01,0.4,-0.22,10.92,-57,6.481654184,AB
406,50:09.7,-0.04,0.03,0.01,0.41,-0.18,10.91,-57,6.481654184,AB
407,50:09.8,-0.04,0.03,0.01,0.41,-0.19,10.92,-57,6.481654184,AB
408,50:09.8,-0.04,0.03,0.01,0.4,-0.2,10.92,-57,6.481654184,AB
409,50:09.9,-0.04,0.03,0.01,0.4,-0.18,10.92,-57,6.481654184,AB
410,50:10.0,-0.04,0.03,0.01,0.41,-0.18,10.92,-57,6.481654184,AB
411,50:10.3,-0.04,0.03,0.01,0.4,-0.18,10.93,-57,6.481654184,AB
412,50:10.9,-0.04,0.03,0.01,0.41,-0.19,10.92,-57,6.481654184,AB
413,50:10.1,-0.04,0.03,0.01,0.4,-0.19,10.93,-57,6.481654184,AB
414,50:10.2,-0.04,0.03,0.01,0.4,-0.18,10.91,-57,6.481654184,AB
415,50:10.3,-0.04,0.03,0.01,0.4,-0.18,10.92,-57,6.481654184,AB
416,50:10.3,-0.04,0.03,0.01,0.4,-0.2,10.92,-57,6.481654184,AB
417,50:10.4,-0.04,0.03,0.01,0.4,-0.18,10.92,-57,6.481654184,AB
418,50:10.4,-0.04,0.03,0.01,0.41,-0.19,10.94,-57,6.481654184,AB
419,50:10.5,-0.04,0.03,0.01,0.4,-0.18,10.93,-57,6.481654184,AB
420,50:10.5,-0.04,0.03,0.01,0.4,-0.19,10.92,-57,6.481654184,AB
421,50:10.6,-0.04,0.03,0.01,0.41,-0.18,10.92,-57,6.481654184,AB
422,50:10.7,-0.04,0.03,0.01,0.41,-0.19,10.94,-57,6.481654184,AB
423,50:10.7,-0.04,0.03,0.01,0.41,-0.19,10.92,-57,6.481654184,AB
424,50:10.8,-0.04,0.03,0.01,0.42,-0.18,10.92,-57,6.481654184,AB
425,50:10.9,-0.04,0.03,0.01,0.42,-0.18,10.93,-57,6.481654184,AB
426,50:10.9,-0.04,0.03,0.01,0.41,-0.19,10.92,-57,6.481654184,AB
427,50:11.0,-0.04,0.03,0.01,0.4,-0.18,10.93,-57,6.481654184,AB
428,50:11.3,-0.04,0.03,0.01,0.41,-0.19,10.91,-57,6.481654184,AB
429,50:11.8,-0.04,0.03,0.01,0.41,-0.19,10.91,-57,6.481654184,AB
430,50:11.1,-0.04,0.03,0.01,0.41,-0.18,10.93,-57,6.481654184,AB
431,50:11.2,-0.04,0.03,0.01,0.4,-0.17,10.93,-57,6.481654184,AB
432,50:11.3,-0.04,0.03,0.01,0.42,-0.18,10.93,-57,6.481654184,AB
433,50:11.3,-0.04,0.03,0.01,0.41,-0.18,10.92,-57,6.481654184,AB
434,50:11.4,-0.04,0.03,0.01,0.4,-0.19,10.91,-57,6.481654184,AB
435,50:11.4,-0.04,0.03,0.01,0.39,-0.18,10.9,-57,6.481654184,AB
436,50:11.5,-0.04,0.03,0.01,0.4,-0.18,10.91,-57,6.481654184,AB
437,50:11.6,-0.04,0.03,0.01,0.41,-0.19,10.92,-57,6.481654184,AB
438,50:11.6,-0.04,0.03,0.01,0.41,-0.19,10.92,-57,6.481654184,AB
439,50:11.7,-0.04,0.03,0.01,0.42,-0.19,10.91,-56,6.165540179,AB
440,50:11.7,-0.04,0.03,0.01,0.41,-0.2,10.92,-56,6.165540179,AB
441,50:11.8,-0.04,0.03,0.01,0.41,-0.18,10.92,-56,6.165540179,AB
442,50:11.9,-0.04,0.03,0.01,0.41,-0.2,10.92,-56,6.165540179,AB
443,50:11.9,-0.04,0.03,0.01,0.4,-0.2,10.92,-56,6.165540179,AB
444,50:12.0,-0.04,0.03,0.01,0.4,-0.19,10.94,-56,6.165540179,AB
445,50:12.3,-0.04,0.03,0.01,0.41,-0.19,10.91,-56,6.165540179,AB
446,50:12.9,-0.04,0.03,0.01,0.41,-0.18,10.92,-56,6.165540179,AB
447,50:12.2,-0.04,0.03,0.01,0.41,-0.18,10.93,-56,6.165540179,AB
448,50:12.2,-0.04,0.03,0.01,0.4,-0.18,10.92,-56,6.165540179,AB
449,50:12.3,-0.04,0.03,0.01,0.4,-0.19,10.91,-56,6.165540179,AB
450,50:12.3,-0.04,0.03,0.01,0.41,-0.19,10.92,-56,6.165540179,AB
451,50:12.4,-0.04,0.03,0.01,0.41,-0.19,10.91,-56,6.165540179,AB
452,50:12.4,-0.04,0.03,0.01,0.41,-0.19,10.92,-56,6.165540179,AB
453,50:12.5,-0.04,0.03,0.01,0.42,-0.18,10.91,-56,6.165540179,AB
454,50:12.6,-0.04,0.03,0.01,0.41,-0.18,10.9,-56,6.165540179,AB
455,50:12.6,-0.04,0.03,0.01,0.41,-0.18,10.92,-56,6.165540179,AB
456,50:12.7,-0.04,0.03,0.01,0.4,-0.19,10.92,-56,6.165540179,AB
457,50:12.7,-0.04,0.03,0.01,0.4,-0.19,10.94,-56,6.165540179,AB
458,50:12.8,-0.04,0.03,0.01,0.4,-0.19,10.92,-56,6.165540179,AB
459,50:12.9,-0.04,0.03,0.01,0.3,-0.02,11.09,-56,6.165540179,AB
460,50:12.9,0.25,-0.05,0.03,0.36,4.31,9.78,-56,6.165540179,AB
461,50:13.0,-0.21,0.07,-0.05,0.13,5.31,12.7,-57,6.481654184,AB
462,50:14.0,-0.14,0.01,-0.05,0.88,4.71,12.75,-57,6.481654184,AB
463,50:13.6,-0.12,-0.01,-0.12,0.12,3.46,12.08,-57,6.481654184,AB
464,50:13.1,-0.17,0.06,-0.11,0.67,2.57,11.42,-58,6.8139757,AB
465,50:13.2,-0.17,0.02,-0.11,0.16,1.74,10.86,-58,6.8139757,AB
466,50:13.2,-0.02,0.01,0.09,0.39,0.23,10.79,-58,6.8139757,AB
467,50:13.3,0.06,0.09,0.12,0.67,0.54,11.46,-58,6.8139757,AB
468,50:13.3,-0.03,0,-0.06,0.05,0.46,10.05,-58,6.8139757,AB
469,50:13.4,-0.02,0.05,0.09,0.5,-0.71,10.72,-58,6.8139757,AB
470,50:13.5,-0.03,0.05,0,1.16,0.22,9.97,-58,6.8139757,AB
471,50:13.5,-0.45,0,0.03,0.02,-3.25,10.74,-58,6.8139757,AB
472,50:13.6,-0.17,0.14,0.12,0.38,-5.84,10.57,-58,6.8139757,AB
473,50:13.6,-0.05,-0.13,0.08,0.57,-5.15,10.46,-58,6.8139757,AB
474,50:13.7,0.01,0.02,0.16,0.45,-3.3,10.82,-58,6.8139757,AB
475,50:13.8,0,0.06,-0.01,0.41,-1.87,10.91,-57,6.481654184,AB
476,50:13.8,0.01,0.07,0.01,0.45,-1.56,10.78,-57,6.481654184,AB
477,50:13.9,-0.07,0.04,0.02,0.36,-1.46,11.13,-56,6.165540179,AB
478,50:13.9,-0.02,0.03,0.02,0.45,0.2,10.85,-56,6.165540179,AB
479,50:14.6,-0.04,0.04,0.01,0.42,-0.15,10.9,-56,6.165540179,AB
480,50:14.7,-0.03,0.03,0.01,0.42,-0.19,10.91,-56,6.165540179,AB
481,50:14.1,-0.04,0.03,0.01,0.42,-0.16,10.93,-56,6.165540179,AB
482,50:14.2,-0.04,0.03,0.02,0.42,-0.13,10.9,-56,6.165540179,AB
483,50:14.3,-0.04,0.03,0.01,0.42,-0.14,10.92,-56,6.165540179,AB
484,50:14.3,-0.04,0.03,0.01,0.44,-0.16,10.92,-56,6.165540179,AB
485,50:14.4,-0.04,0.03,0.01,0.43,-0.13,10.91,-56,6.165540179,AB
486,50:14.4,-0.04,0.03,0.01,0.43,-0.14,10.93,-56,6.165540179,AB
487,50:14.5,-0.04,0.03,0.01,0.43,-0.16,10.93,-56,6.165540179,AB
488,50:14.6,-0.04,0.03,0.01,0.44,-0.15,10.94,-56,6.165540179,AB
489,50:14.6,-0.04,0.03,0.01,0.44,-0.14,10.92,-56,6.165540179,AB
490,50:14.7,-0.04,0.03,0.01,0.43,-0.15,10.93,-56,6.165540179,AB
491,50:14.8,-0.04,0.03,0.01,0.43,-0.15,10.92,-56,6.165540179,AB
492,50:14.8,-0.04,0.03,0.01,0.43,-0.14,10.93,-56,6.165540179,AB
493,50:14.9,-0.04,0.03,0.01,0.43,-0.15,10.92,-56,6.165540179,AB
494,50:14.9,-0.04,0.03,0.01,0.43,-0.15,10.92,-56,6.165540179,AB
495,50:15.5,-0.04,0.03,0.01,0.43,-0.16,10.91,-56,6.165540179,AB
496,50:15.6,-0.04,0.03,0.01,0.42,-0.15,10.91,-56,6.165540179,AB
497,50:15.1,-0.04,0.03,0.01,0.43,-0.14,10.92,-56,6.165540179,AB
498,50:15.2,-0.04,0.03,0.01,0.43,-0.15,10.92,-56,6.165540179,AB
499,50:15.2,-0.04,0.03,0.01,0.43,-0.15,10.92,-56,6.165540179,AB
500,50:15.3,-0.04,0.03,0.01,0.43,-0.15,10.93,-56,6.165540179,AB
501,50:15.4,-0.04,0.03,0.01,0.43,-0.16,10.94,-56,6.165540179,AB
502,50:15.4,-0.04,0.03,0.01,0.43,-0.16,10.93,-56,6.165540179,AB
503,50:15.5,-0.04,0.03,0.01,0.43,-0.16,10.92,-56,6.165540179,AB
504,50:15.5,-0.04,0.03,0.01,0.44,-0.15,10.94,-56,6.165540179,AB
505,50:15.5,-0.04,0.03,0.01,0.44,-0.14,10.92,-56,6.165540179,AB
506,50:15.6,-0.04,0.03,0.01,0.43,-0.15,10.91,-56,6.165540179,AB
507,50:15.7,-0.04,0.03,0.01,0.43,-0.15,10.95,-56,6.165540179,AB
508,50:15.7,-0.04,0.03,0.01,0.43,-0.15,10.95,-56,6.165540179,AB
509,50:15.8,-0.04,0.03,0.01,0.43,-0.14,10.93,-56,6.165540179,AB
510,50:15.8,-0.04,0.03,0.01,0.44,-0.16,10.93,-56,6.165540179,AB
511,50:15.9,-0.04,0.03,0.01,0.43,-0.15,10.93,-56,6.165540179,AB
512,50:16.0,-0.04,0.03,0.01,0.42,-0.15,10.92,-56,6.165540179,AB
513,50:16.3,-0.04,0.03,0.01,0.43,-0.15,10.92,-56,6.165540179,AB
514,50:16.9,-0.04,0.03,0.01,0.42,-0.14,10.92,-56,6.165540179,AB
515,50:16.1,-0.04,0.03,0.01,0.44,-0.14,10.91,-56,6.165540179,AB
516,50:16.2,-0.04,0.03,0.01,0.42,-0.15,10.93,-56,6.165540179,AB
517,50:16.3,-0.04,0.03,0.01,0.43,-0.15,10.92,-56,6.165540179,AB
518,50:16.3,-0.04,0.03,0.01,0.43,-0.14,10.91,-56,6.165540179,AB
519,50:16.4,-0.04,0.03,0.01,0.43,-0.14,10.93,-56,6.165540179,AB
520,50:16.5,-0.04,0.03,0.01,0.44,-0.15,10.93,-56,6.165540179,AB
521,50:16.5,-0.04,0.03,0.01,0.43,-0.14,10.93,-56,6.165540179,AB
522,50:16.6,-0.04,0.03,0.01,0.43,-0.15,10.93,-56,6.165540179,AB
523,50:16.6,-0.04,0.03,0.01,0.43,-0.15,10.91,-56,6.165540179,AB
524,50:16.7,-0.04,0.03,0.01,0.43,-0.15,10.92,-56,6.165540179,AB
525,50:16.7,-0.04,0.03,0.01,0.43,-0.14,10.92,-56,6.165540179,AB
526,50:16.8,-0.04,0.03,0.01,0.42,-0.15,10.92,-56,6.165540179,AB
527,50:16.9,-0.04,0.03,0.01,0.44,-0.14,10.92,-56,6.165540179,AB
528,50:16.9,-0.04,0.03,0.01,0.43,-0.14,10.92,-56,6.165540179,AB
529,50:17.0,-0.04,0.03,0.01,0.44,-0.16,10.94,-56,6.165540179,AB
530,50:17.3,-0.04,0.03,0.01,0.44,-0.15,10.92,-56,6.165540179,AB
531,50:17.9,-0.04,0.03,0.01,0.43,-0.14,10.91,-56,6.165540179,AB
532,50:17.1,-0.04,0.03,0.01,0.44,-0.15,10.93,-56,6.165540179,AB
533,50:17.2,-0.04,0.03,0.01,0.44,-0.15,10.91,-56,6.165540179,AB
534,50:17.3,-0.04,0.03,0.01,0.43,-0.14,10.92,-56,6.165540179,AB
535,50:17.3,-0.04,0.03,0.01,0.43,-0.14,10.94,-56,6.165540179,AB
536,50:17.4,-0.04,0.03,0.01,0.44,-0.14,10.92,-56,6.165540179,AB
537,50:17.4,-0.04,0.03,0.01,0.44,-0.14,10.92,-56,6.165540179,AB
538,50:17.5,-0.04,0.03,0.01,0.43,-0.15,10.92,-56,6.165540179,AB
539,50:17.6,0.04,0.05,0.02,0.47,3.82,10.12,-56,6.165540179,AB
540,50:17.7,0.12,0.09,0.05,-0.09,6.47,12.14,-56,6.165540179,AB
541,50:17.7,-0.09,0.02,-0.02,0.61,5.2,11.67,-56,6.165540179,AB
542,50:17.8,-0.08,0.03,-0.19,0.35,3.63,10.67,-56,6.165540179,AB
543,50:17.8,0.05,0.13,0.01,0.88,0.84,11.05,-56,6.165540179,AB
544,50:17.9,-0.03,0.04,0.03,0.1,1.63,11.2,-56,6.165540179,AB
545,50:18.0,-0.18,0,0.01,0.05,0.63,10.73,-56,6.165540179,AB
546,50:18.2,-0.01,0.07,0.05,0.34,-0.25,11.67,-57,6.481654184,AB
547,50:18.8,-0.14,0.07,0.02,0.13,0.36,10.78,-58,6.8139757,AB
548,50:18.2,-0.12,-0.03,0.11,0.89,-0.94,10.87,-58,6.8139757,AB
549,50:18.2,-0.2,0.17,-0.04,0.17,-4.64,11.37,-58,6.8139757,AB
550,50:18.3,-0.09,0.03,-0.04,0.37,-5.74,10.85,-58,6.8139757,AB
551,50:18.3,-0.08,0.03,-0.07,0.22,-5.49,10.81,-59,7.163335705,AB
552,50:18.4,-0.02,0.08,-0.06,0.36,-2.71,10.62,-59,7.163335705,AB
553,50:18.4,-0.06,0.02,-0.07,0.42,-2.01,10.7,-59,7.163335705,AB
554,50:18.5,-0.02,0.04,0,0.4,-1.67,10.89,-59,7.163335705,AB
555,50:18.6,0.03,0.03,0.03,0.43,0.04,10.9,-59,7.163335705,AB
556,50:18.6,-0.04,0.03,0.01,0.42,-0.06,10.94,-59,7.163335705,AB
557,50:18.7,-0.04,0.03,0.01,0.41,-0.32,10.93,-61,7.916710297,AB
558,50:18.8,-0.04,0.03,0.02,0.42,-0.15,10.92,-61,7.916710297,AB
559,50:18.8,-0.04,0.03,0.02,0.42,-0.17,10.92,-63,8.749317987,AB
560,50:18.9,-0.04,0.03,0.01,0.4,-0.2,10.92,-65,9.669491793,AB
561,50:19.0,-0.04,0.03,0.02,0.41,-0.16,10.92,-65,9.669491793,AB
562,50:19.2,-0.04,0.03,0.01,0.41,-0.17,10.92,-65,9.669491793,AB
563,50:19.8,-0.04,0.03,0.01,0.41,-0.18,10.92,-65,9.669491793,AB
564,50:19.1,-0.04,0.03,0.01,0.41,-0.17,10.91,-65,9.669491793,AB
565,50:19.2,-0.04,0.03,0.01,0.4,-0.16,10.91,-65,9.669491793,AB
566,50:19.3,-0.04,0.03,0.01,0.4,-0.17,10.91,-65,9.669491793,AB
567,50:19.3,-0.04,0.03,0.01,0.4,-0.17,10.91,-67,10.68644112,AB
568,50:19.4,-0.04,0.03,0.01,0.41,-0.17,10.92,-67,10.68644112,AB
569,50:19.4,-0.04,0.03,0.01,0.41,-0.16,10.92,-68,11.23434667,AB
570,50:19.5,-0.04,0.03,0.01,0.41,-0.17,10.92,-68,11.23434667,AB
571,50:19.6,-0.04,0.03,0.01,0.41,-0.18,10.92,-68,11.23434667,AB
572,50:19.6,-0.04,0.03,0.01,0.41,-0.17,10.94,-68,11.23434667,AB
573,50:19.7,-0.04,0.03,0.01,0.41,-0.17,10.93,-68,11.23434667,AB
574,50:19.8,-0.04,0.03,0.01,0.41,-0.16,10.92,-69,11.81034395,AB
575,50:19.8,-0.04,0.03,0.01,0.41,-0.17,10.92,-69,11.81034395,AB
576,50:19.9,-0.04,0.03,0.01,0.41,-0.16,10.92,-69,11.81034395,AB
577,50:19.9,-0.04,0.03,0.01,0.41,-0.18,10.92,-69,11.81034395,AB
578,50:20.8,-0.04,0.03,0.01,0.41,-0.16,10.92,-69,11.81034395,AB
579,50:20.9,-0.04,0.03,0.01,0.4,-0.17,10.9,-69,11.81034395,AB
580,50:20.1,-0.04,0.03,0.01,0.41,-0.17,10.92,-69,11.81034395,AB
581,50:20.2,-0.04,0.03,0.01,0.41,-0.17,10.92,-69,11.81034395,AB
582,50:20.3,-0.04,0.03,0.01,0.4,-0.16,10.92,-69,11.81034395,AB
583,50:20.4,-0.04,0.03,0.01,0.42,-0.17,10.91,-69,11.81034395,AB
584,50:20.5,-0.04,0.03,0.01,0.4,-0.17,10.9,-69,11.81034395,AB
585,50:20.5,-0.04,0.03,0.01,0.4,-0.16,10.91,-69,11.81034395,AB
586,50:20.6,-0.04,0.03,0.01,0.41,-0.16,10.92,-69,11.81034395,AB
587,50:20.6,-0.04,0.03,0.01,0.41,-0.17,10.92,-69,11.81034395,AB
588,50:20.7,-0.04,0.03,0.01,0.4,-0.17,10.92,-69,11.81034395,AB
589,50:20.8,-0.04,0.03,0.01,0.41,-0.18,10.91,-69,11.81034395,AB
590,50:20.8,-0.04,0.03,0.01,0.41,-0.17,10.93,-69,11.81034395,AB
591,50:20.9,-0.04,0.03,0.01,0.41,-0.18,10.94,-69,11.81034395,AB
592,50:21.0,-0.04,0.03,0.01,0.4,-0.17,10.92,-69,11.81034395,AB
593,50:21.2,-0.04,0.03,0.01,0.41,-0.16,10.91,-69,11.81034395,AB
594,50:21.9,-0.04,0.03,0.01,0.4,-0.16,10.91,-69,11.81034395,AB
595,50:21.2,-0.04,0.03,0.01,0.41,-0.17,10.93,-70,12.41587323,AB
596,50:21.2,-0.04,0.03,0.01,0.41,-0.17,10.92,-70,12.41587323,AB
597,50:21.3,-0.04,0.03,0.02,0.41,-0.18,10.91,-70,12.41587323,AB
598,50:21.4,-0.04,0.03,0.01,0.41,-0.17,10.92,-71,13.05244866,AB
599,50:21.4,-0.04,0.03,0.01,0.4,-0.17,10.93,-72,13.72166201,AB
600,50:21.5,-0.04,0.03,0.01,0.41,-0.17,10.94,-72,13.72166201,AB
601,50:21.6,-0.04,0.03,0.01,0.4,-0.17,10.94,-72,13.72166201,AB
602,50:21.6,-0.04,0.03,0.01,0.4,-0.17,10.93,-72,13.72166201,AB
603,50:21.7,-0.04,0.03,0.01,0.4,-0.17,10.91,-72,13.72166201,AB
604,50:21.8,-0.04,0.03,0.01,0.41,-0.16,10.93,-72,13.72166201,AB
605,50:21.8,-0.04,0.03,0.01,0.4,-0.16,10.92,-72,13.72166201,AB
606,50:21.9,-0.04,0.03,0.01,0.41,-0.17,10.92,-73,14.42518667,AB
607,50:21.9,-0.04,0.03,0.01,0.41,-0.17,10.91,-73,14.42518667,AB
608,50:22.2,-0.04,0.03,0.01,0.46,5.21,13.79,-71,13.05244866,AB
