Samples,timestamp,Roll,Pitch,Yow,X,Y,Z,RSSI,Distance
326,52:30.7,-0.07,0.03,0.03,0.44,-1.47,10.66,-68,11.23434667
327,52:30.8,0.01,0.03,0.05,0.48,-0.61,10.83,-70,12.41587323
328,52:30.8,-0.03,0.03,0.02,0.53,1.12,12.23,-70,12.41587323
329,52:30.9,-0.23,0.12,-0.01,0.65,3.73,11.58,-70,12.41587323
330,52:31.0,-0.08,0.22,-0.1,0.71,4.19,13.06,-70,12.41587323
331,52:31.3,-0.16,0.11,-0.19,0.39,4.05,12.32,-70,12.41587323
332,52:31.8,-0.41,-0.03,-0.19,0.6,-2.6,11.7,-69,11.81034395
333,52:31.1,-0.26,0.01,-0.15,0.75,-4.6,12.02,-69,11.81034395
334,52:31.2,-0.29,0.06,-0.14,0.54,-4.22,10.6,-68,11.23434667
335,52:31.3,-0.04,0.09,-0.07,0.34,-2.09,10.49,-68,11.23434667
336,52:31.3,-0.03,0.03,-0.01,-0.05,-0.9,11.95,-68,11.23434667
337,52:31.4,0.09,0.03,0.52,-0.4,1.15,10.56,-67,10.68644112
338,52:31.5,0.05,0.01,1.53,0.41,-0.23,10.99,-67,10.68644112
339,52:31.5,0,0,1.43,1.09,-1.98,10.78,-66,10.16525724
340,52:31.6,-0.01,0.03,0.34,0.52,-1.96,10.62,-65,9.669491793
341,52:31.7,0.02,0.04,0.06,0.53,0.11,10.89,-65,9.669491793
342,52:31.7,-0.04,0.03,0.02,0.47,-0.25,10.91,-65,9.669491793
343,52:31.8,-0.04,0.03,0.01,0.42,-0.17,10.92,-65,9.669491793
344,52:31.8,-0.04,0.03,0.01,0.43,-0.06,10.9,-65,9.669491793
345,52:31.9,-0.04,0.03,0.02,0.41,-0.11,10.9,-65,9.669491793
346,52:31.9,-0.04,0.03,0.01,0.41,-0.15,10.92,-65,9.669491793
347,52:32.9,-0.04,0.03,0.01,0.41,-0.12,10.91,-65,9.669491793
348,52:32.7,-0.04,0.03,0.01,0.41,-0.12,10.91,-65,9.669491793
349,52:32.1,-0.04,0.03,0.01,0.42,-0.11,10.91,-65,9.669491793
350,52:32.2,-0.04,0.03,0.01,0.41,-0.12,10.93,-65,9.669491793
351,52:32.2,-0.04,0.03,0.01,0.42,-0.13,10.91,-65,9.669491793
352,52:32.3,-0.04,0.03,0.01,0.41,-0.11,10.91,-65,9.669491793
353,52:32.4,-0.04,0.03,0.01,0.41,-0.12,10.92,-65,9.669491793
354,52:32.4,-0.04,0.03,0.01,0.42,-0.11,10.92,-65,9.669491793
355,52:32.5,-0.04,0.03,0.02,0.41,-0.11,10.91,-65,9.669491793
356,52:32.6,-0.04,0.03,0.01,0.4,-0.11,10.91,-65,9.669491793
357,52:32.6,-0.04,0.03,0.01,0.42,-0.12,10.91,-65,9.669491793
358,52:32.7,-0.04,0.03,0.01,0.41,-0.12,10.91,-65,9.669491793
359,52:32.7,-0.04,0.03,0.01,0.42,-0.13,10.91,-65,9.669491793
360,52:32.8,-0.04,0.03,0.01,0.42,-0.11,10.93,-65,9.669491793
361,52:32.9,-0.04,0.03,0.01,0.41,-0.12,10.93,-65,9.669491793
362,52:32.9,-0.04,0.03,0.01,0.42,-0.12,10.91,-65,9.669491793
363,52:33.3,-0.04,0.03,0.01,0.4,-0.13,10.92,-65,9.669491793
364,52:33.5,-0.04,0.03,0.01,0.41,-0.12,10.91,-65,9.669491793
365,52:33.9,-0.04,0.03,0.01,0.42,-0.12,10.92,-65,9.669491793
366,52:33.1,-0.04,0.03,0.01,0.41,-0.11,10.92,-65,9.669491793
367,52:33.2,-0.04,0.03,0.01,0.41,-0.12,10.92,-65,9.669491793
368,52:33.3,-0.04,0.03,0.01,0.42,-0.13,10.92,-65,9.669491793
369,52:33.3,-0.04,0.03,0.01,0.42,-0.12,10.92,-65,9.669491793
370,52:33.4,-0.04,0.03,0.01,0.42,-0.11,10.91,-65,9.669491793
371,52:33.4,-0.04,0.03,0.01,0.41,-0.11,10.92,-65,9.669491793
372,52:33.5,-0.04,0.03,0.01,0.41,-0.11,10.91,-65,9.669491793
373,52:33.5,-0.04,0.03,0.01,0.42,-0.12,10.93,-65,9.669491793
374,52:33.6,-0.04,0.03,0.01,0.42,-0.12,10.91,-65,9.669491793
375,52:33.7,-0.04,0.03,0.01,0.42,-0.12,10.92,-65,9.669491793
376,52:33.7,-0.04,0.03,0.01,0.41,-0.12,10.92,-65,9.669491793
377,52:33.8,-0.04,0.03,0.01,0.42,-0.12,10.93,-65,9.669491793
378,52:33.8,-0.04,0.03,0.01,0.41,-0.12,10.9,-65,9.669491793
379,52:33.9,-0.04,0.03,0.01,0.41,-0.11,10.91,-65,9.669491793
380,52:34.0,-0.04,0.03,0.01,0.42,-0.11,10.91,-65,9.669491793
381,52:34.4,-0.04,0.03,0.01,0.43,-0.12,10.9,-65,9.669491793
382,52:35.0,-0.04,0.03,0.01,0.41,-0.12,10.92,-65,9.669491793
383,52:34.2,-0.04,0.03,0.01,0.42,-0.11,10.92,-65,9.669491793
384,52:34.2,-0.04,0.03,0.01,0.42,-0.12,10.92,-65,9.669491793
385,52:34.3,-0.04,0.03,0.01,0.4,-0.12,10.92,-65,9.669491793
386,52:34.3,-0.04,0.03,0.01,0.41,-0.12,10.91,-65,9.669491793
387,52:34.4,-0.04,0.03,0.01,0.42,-0.12,10.93,-65,9.669491793
388,52:34.4,-0.04,0.03,0.01,0.42,-0.12,10.92,-65,9.669491793
389,52:34.5,-0.04,0.03,0.01,0.41,-0.11,10.92,-65,9.669491793
390,52:34.6,-0.04,0.03,0.01,0.41,-0.11,10.91,-65,9.669491793
391,52:34.6,-0.04,0.03,0.01,0.41,-0.11,10.92,-65,9.669491793
392,52:34.7,-0.04,0.03,0.01,0.42,-0.12,10.92,-65,9.669491793
393,52:34.7,-0.04,0.03,0.01,0.42,-0.12,10.9,-65,9.669491793
394,52:34.8,-0.04,0.03,0.01,0.41,-0.11,10.92,-65,9.669491793
395,52:34.9,-0.04,0.03,0.01,0.41,-0.12,10.91,-65,9.669491793
396,52:34.9,-0.04,0.03,0.01,0.42,-0.11,10.92,-65,9.669491793
397,52:35.0,-0.04,0.03,0.01,0.42,-0.11,10.91,-65,9.669491793
398,52:35.5,-0.04,0.03,0.01,0.42,-0.13,10.92,-65,9.669491793
399,52:35.1,-0.04,0.03,0.01,0.42,-0.12,10.91,-65,9.669491793
400,52:35.2,-0.04,0.03,0.01,0.41,-0.11,10.9,-65,9.669491793
401,52:35.2,-0.04,0.03,0.01,0.42,-0.12,10.91,-65,9.669491793
402,52:35.3,-0.04,0.03,0.01,0.41,-0.12,10.92,-65,9.669491793
403,52:35.3,-0.04,0.03,0.01,0.41,-0.13,10.9,-65,9.669491793
404,52:35.4,-0.04,0.03,0.01,0.42,-0.11,10.91,-65,9.669491793
405,52:35.5,-0.04,0.03,0.01,0.41,-0.11,10.91,-65,9.669491793
406,52:35.5,-0.04,0.03,0.01,0.4,-0.11,10.91,-65,9.669491793
407,52:35.6,-0.04,0.03,0.01,0.41,-0.11,10.91,-65,9.669491793
408,52:35.7,-0.04,0.03,0.01,0.42,-0.11,10.9,-65,9.669491793
409,52:35.7,0.23,0.08,0.02,0.14,3.1,10.6,-65,9.669491793
410,52:35.8,-0.05,0.1,0.17,0,4.45,10.92,-65,9.669491793
411,52:35.8,-0.21,0.04,-0.05,0.25,-1.51,11.17,-65,9.669491793
412,52:35.9,0.23,-0.16,-0.08,0.91,2.77,9.49,-66,10.16525724
413,52:36.0,0.08,-0.05,-0.09,0.45,4.28,9.31,-66,10.16525724
414,52:36.1,-0.05,0.06,-0.15,0.9,3.1,8.97,-66,10.16525724
415,52:36.7,-0.2,0.11,-0.12,-0.24,1.5,11.38,-66,10.16525724
416,52:36.1,-0.11,-0.16,-0.07,0.5,1.45,11.23,-66,10.16525724
417,52:36.2,-0.17,0.11,0.1,0.46,-2.03,10.84,-66,10.16525724
418,52:36.2,-0.08,0.11,0.04,0.27,-4.93,11.31,-67,10.68644112
419,52:36.3,0.08,0.15,0.09,0.26,-5.07,10.97,-67,10.68644112
420,52:36.4,0.07,0.01,0.13,0.45,-4.52,10.9,-67,10.68644112
421,52:36.4,0,0.02,0.02,0.58,-2.24,11,-66,10.16525724
422,52:36.5,-0.03,0.02,0,0.42,-1.64,10.99,-66,10.16525724
423,52:36.5,-0.06,0.02,-0.01,0.44,-2.01,10.96,-65,9.669491793
424,52:36.6,-0.02,0.03,0.04,0.42,0.02,10.96,-65,9.669491793
425,52:36.7,-0.04,0.04,0.02,0.42,0.18,10.91,-64,9.197905113
426,52:36.7,0,0.03,-0.4,1.49,1.5,10.63,-64,9.197905113
427,52:36.8,-0.22,-0.02,-1.5,0.09,0.45,11.39,-64,9.197905113
428,52:36.8,-0.15,0.04,-1.34,-0.36,-1.46,11.1,-64,9.197905113
429,52:36.9,-0.09,0.04,-0.51,0.23,-1.49,10.81,-64,9.197905113
430,52:36.9,0,0.04,-0.05,0.35,0.19,10.78,-64,9.197905113
431,52:37.1,-0.03,0.03,0.01,0.45,-0.14,10.93,-64,9.197905113
432,52:37.6,-0.05,0.03,0.02,0.45,-0.23,10.95,-64,9.197905113
433,52:37.1,-0.03,0.03,0.02,0.46,-0.14,10.91,-64,9.197905113
434,52:37.2,-0.04,0.03,0.01,0.46,-0.06,10.9,-64,9.197905113
435,52:37.2,-0.04,0.03,0.01,0.47,-0.08,10.9,-64,9.197905113
436,52:37.3,-0.04,0.03,0.01,0.46,-0.12,10.92,-64,9.197905113
437,52:37.4,-0.04,0.03,0.01,0.47,-0.12,10.91,-64,9.197905113
438,52:37.4,-0.04,0.03,0.01,0.47,-0.12,10.9,-64,9.197905113
439,52:37.5,-0.04,0.03,0.01,0.47,-0.11,10.9,-64,9.197905113
440,52:37.6,0.12,-0.1,0.5,-0.93,2.38,11.14,-64,9.197905113
441,52:37.6,-0.19,-0.01,1.27,0.68,0.3,10.15,-64,9.197905113
442,52:37.7,-0.07,0,1.06,1.07,-2.28,10.71,-64,9.197905113
443,52:37.7,-0.05,0.01,0.46,0.47,-1.54,10.92,-64,9.197905113
444,52:37.8,0.01,0.02,0.03,0.45,0.27,10.89,-64,9.197905113
445,52:37.8,-0.06,0.04,0.01,0.38,-0.33,10.93,-64,9.197905113
446,52:37.9,-0.03,0.03,0.01,0.48,-0.19,10.93,-64,9.197905113
447,52:38.0,-0.03,0.03,0.02,0.52,-0.12,10.89,-64,9.197905113
448,52:38.4,-0.03,0.03,0.02,0.53,-0.12,10.9,-64,9.197905113
449,52:38.1,-0.04,0.03,0.01,0.51,-0.17,10.9,-64,9.197905113
450,52:38.2,-0.04,0.03,0.01,0.5,-0.19,10.92,-64,9.197905113
451,52:38.2,-0.04,0.03,0.01,0.51,-0.16,10.9,-64,9.197905113
452,52:38.3,-0.04,0.03,0.01,0.51,-0.15,10.91,-63,8.749317987
453,52:38.3,-0.04,0.03,0.01,0.5,-0.17,10.9,-63,8.749317987
454,52:38.4,-0.04,0.03,0.01,0.5,-0.17,10.92,-63,8.749317987
455,52:38.5,-0.04,0.03,0.01,0.5,-0.16,10.91,-63,8.749317987
456,52:38.5,-0.04,0.03,0.01,0.5,-0.16,10.91,-63,8.749317987
457,52:38.6,-0.04,0.03,0.01,0.51,-0.17,10.91,-62,8.322608714
458,52:38.6,-0.04,0.03,0.01,0.51,-0.17,10.92,-62,8.322608714
459,52:38.7,-0.04,0.03,0.01,0.51,-0.16,10.91,-62,8.322608714
460,52:38.8,-0.04,0.03,0.01,0.5,-0.16,10.9,-62,8.322608714
461,52:38.8,-0.04,0.03,0.01,0.51,-0.16,10.9,-62,8.322608714
462,52:38.9,-0.04,0.03,0.01,0.51,-0.16,10.89,-62,8.322608714
463,52:38.9,-0.04,0.03,0.01,0.5,-0.17,10.9,-62,8.322608714
464,52:39.0,-0.04,0.03,0.01,0.5,-0.17,10.91,-62,8.322608714
465,52:39.5,-0.04,0.03,0.01,0.51,-0.16,10.91,-62,8.322608714
466,52:39.1,-0.04,0.03,0.01,0.5,-0.16,10.92,-62,8.322608714
467,52:39.2,-0.04,0.03,0.01,0.51,-0.16,10.89,-62,8.322608714
468,52:39.2,-0.04,0.03,0.01,0.5,-0.16,10.9,-62,8.322608714
469,52:39.3,-0.04,0.03,0.01,0.51,-0.17,10.89,-62,8.322608714
470,52:39.4,-0.04,0.03,0.01,0.5,-0.16,10.91,-62,8.322608714
471,52:39.4,-0.04,0.03,0.01,0.5,-0.16,10.91,-62,8.322608714
472,52:39.5,-0.04,0.03,0.01,0.5,-0.16,10.91,-62,8.322608714
473,52:39.5,-0.04,0.03,0.01,0.5,-0.17,10.92,-62,8.322608714
474,52:39.6,-0.04,0.03,0.02,0.5,-0.17,10.91,-62,8.322608714
475,52:39.7,-0.04,0.03,0.01,0.5,-0.17,10.91,-62,8.322608714
476,52:39.7,-0.04,0.03,0.01,0.5,-0.17,10.92,-62,8.322608714
477,52:39.8,-0.04,0.03,0.02,0.51,-0.16,10.9,-62,8.322608714
478,52:39.8,-0.04,0.03,0.01,0.5,-0.15,10.91,-62,8.322608714
479,52:39.9,-0.04,0.03,0.01,0.51,-0.15,10.9,-62,8.322608714
480,52:39.9,-0.04,0.03,0.02,0.51,-0.16,10.92,-62,8.322608714
481,52:40.4,-0.04,0.03,0.01,0.51,-0.16,10.91,-62,8.322608714
482,52:40.6,-0.04,0.03,0.01,0.5,-0.16,10.91,-62,8.322608714
483,52:40.1,-0.04,0.03,0.01,0.5,-0.16,10.92,-62,8.322608714
484,52:40.2,-0.04,0.03,0.01,0.5,-0.16,10.91,-62,8.322608714
485,52:40.3,-0.04,0.03,0.01,0.5,-0.17,10.91,-62,8.322608714
486,52:40.3,-0.04,0.03,0.01,0.51,-0.16,10.92,-62,8.322608714
487,52:40.4,-0.04,0.03,0.01,0.5,-0.16,10.9,-62,8.322608714
488,52:40.4,-0.04,0.03,0.01,0.51,-0.17,10.92,-62,8.322608714
489,52:40.5,-0.04,0.03,0.01,0.5,-0.16,10.9,-62,8.322608714
490,52:40.5,-0.04,0.03,0.01,0.5,-0.16,10.9,-62,8.322608714
491,52:40.6,-0.04,0.03,0.01,0.5,-0.16,10.91,-62,8.322608714
492,52:40.7,-0.04,0.03,0.01,0.51,-0.16,10.92,-62,8.322608714
493,52:40.7,-0.04,0.03,0.01,0.51,-0.15,10.91,-62,8.322608714
494,52:40.8,-0.04,0.03,0.01,0.51,-0.16,10.89,-62,8.322608714
495,52:40.8,-0.04,0.03,0.01,0.5,-0.17,10.91,-62,8.322608714
496,52:40.9,-0.04,0.03,0.01,0.51,-0.17,10.92,-62,8.322608714
497,52:41.0,-0.04,0.03,0.01,0.49,-0.17,10.91,-62,8.322608714
498,52:41.9,-0.04,0.03,0.01,0.51,-0.17,10.9,-62,8.322608714
499,52:41.7,-0.04,0.03,0.01,0.5,-0.16,10.9,-62,8.322608714
500,52:41.1,-0.04,0.03,0.01,0.5,-0.16,10.91,-62,8.322608714
501,52:41.2,-0.04,0.03,0.01,0.51,-0.17,10.9,-62,8.322608714
502,52:41.3,-0.04,0.03,0.01,0.51,-0.16,10.92,-62,8.322608714
503,52:41.3,-0.04,0.03,0.01,0.5,-0.17,10.91,-62,8.322608714
504,52:41.4,-0.04,0.03,0.01,0.5,-0.16,10.91,-62,8.322608714
505,52:41.4,-0.04,0.03,0.01,0.51,-0.17,10.92,-62,8.322608714
506,52:41.5,-0.04,0.03,0.01,0.51,-0.17,10.9,-62,8.322608714
507,52:41.6,-0.04,0.03,0.01,0.51,-0.16,10.92,-62,8.322608714
508,52:41.6,-0.04,0.03,0.01,0.51,-0.17,10.92,-62,8.322608714
509,52:41.7,-0.04,0.03,0.01,0.51,-0.17,10.9,-62,8.322608714
510,52:41.7,0.02,0.01,0.04,0.28,3.7,10.4,-62,8.322608714
511,52:41.8,-0.11,0.12,0,0.53,4.39,12.03,-62,8.322608714
512,52:41.9,-0.12,0.17,-0.09,0.54,4.56,12.62,-62,8.322608714
513,52:41.9,0.05,-0.03,-0.08,0.75,4.05,11.72,-62,8.322608714
514,52:42.0,0.04,-0.02,0.01,0.84,2.01,10.83,-62,8.322608714
515,52:42.5,-0.11,0.13,-0.04,0.19,0.88,10.99,-62,8.322608714
516,52:42.1,0.02,0.04,0.08,0.55,0.41,9.77,-62,8.322608714
517,52:42.2,0.08,-0.11,0.05,0.79,0.81,10.62,-62,8.322608714
518,52:42.2,-0.16,0.16,-0.02,0.17,0.06,11.2,-62,8.322608714
519,52:42.3,-0.02,0.01,0.12,0.28,-0.2,10.89,-62,8.322608714
520,52:42.4,-0.26,0.01,0.11,0.59,-3.4,10.98,-62,8.322608714
521,52:42.4,-0.11,0.14,-0.03,0.58,-5.15,11.2,-62,8.322608714
522,52:42.5,-0.08,0.12,-0.21,0.62,-5,11.14,-61,7.916710297
523,52:42.5,0.01,0.03,-0.15,0.57,-3.57,10.98,-61,7.916710297
524,52:42.6,-0.02,-0.01,0,0.69,-1.76,10.86,-61,7.916710297
525,52:42.7,-0.01,0.04,0.04,0.51,-1.45,10.83,-61,7.916710297
526,52:42.7,-0.05,0.03,0.05,0.53,-1.19,11.06,-61,7.916710297
527,52:42.8,-0.01,0.03,0.03,0.48,0.05,10.81,-61,7.916710297
528,52:42.9,-0.05,0.04,0.01,0.48,-0.01,10.96,-61,7.916710297
529,52:42.9,-0.04,0.03,0.02,0.48,-0.07,10.92,-61,7.916710297
530,52:43.0,-0.04,0.03,0.01,1.14,0.67,11.44,-61,7.916710297
531,52:43.4,0,0.09,-0.45,1.04,1.25,10.48,-61,7.916710297
532,52:43.8,-0.2,0.11,-0.85,-0.22,-0.33,10.91,-61,7.916710297
533,52:43.1,-0.17,0.03,-0.55,-0.35,-1.77,11.21,-61,7.916710297
534,52:43.2,-0.01,0.04,-0.03,0.26,-0.57,10.84,-61,7.916710297
535,52:43.2,-0.04,0.04,0.01,0.43,-0.01,10.96,-61,7.916710297
536,52:43.3,-0.05,0.03,0,0.45,-0.35,10.92,-61,7.916710297
537,52:43.3,-0.04,0.03,0.02,0.49,-0.11,10.91,-61,7.916710297
538,52:43.4,-0.04,0.03,0.02,0.47,-0.08,10.91,-61,7.916710297
539,52:43.5,-0.04,0.03,0.01,0.46,-0.19,10.91,-61,7.916710297
540,52:43.5,-0.04,0.03,0.01,0.48,-0.14,10.9,-61,7.916710297
541,52:43.6,-0.04,0.03,0.02,0.49,-0.12,10.9,-61,7.916710297
542,52:43.6,-0.04,0.03,0.01,0.48,-0.14,10.89,-61,7.916710297
543,52:43.7,-0.04,0.03,0.01,0.48,-0.16,10.9,-61,7.916710297
544,52:43.8,-0.04,0.03,0.01,0.48,-0.13,10.9,-61,7.916710297
545,52:43.8,-0.04,0.03,0.01,0.48,-0.14,10.92,-61,7.916710297
546,52:43.9,-0.04,0.03,0.01,0.49,-0.14,10.91,-61,7.916710297
547,52:43.9,-0.04,0.03,0.01,0.48,-0.14,10.9,-62,8.322608714
548,52:44.0,-0.04,0.03,0.01,0.48,-0.14,10.9,-63,8.749317987
549,52:44.5,-0.04,0.03,0.01,0.48,-0.15,10.91,-63,8.749317987
550,52:44.1,-0.04,0.03,0.01,0.49,-0.14,10.91,-63,8.749317987
551,52:44.2,-0.04,0.03,0.01,0.48,-0.14,10.91,-63,8.749317987
552,52:44.2,-0.04,0.03,0.01,0.48,-0.14,10.91,-63,8.749317987
553,52:44.3,-0.04,0.03,0.01,0.49,-0.14,10.9,-63,8.749317987
554,52:44.4,-0.04,0.03,0.01,0.48,-0.14,10.91,-63,8.749317987
555,52:44.4,-0.04,0.03,0.01,0.48,-0.14,10.92,-63,8.749317987
556,52:44.5,-0.04,0.03,0.01,0.48,-0.14,10.92,-63,8.749317987
557,52:44.5,-0.04,0.03,0.01,0.48,-0.14,10.91,-63,8.749317987
558,52:44.6,-0.04,0.03,0.01,0.48,-0.14,10.92,-63,8.749317987
559,52:44.7,-0.04,0.03,0.01,0.48,-0.14,10.92,-63,8.749317987
560,52:44.7,-0.04,0.03,0.01,0.48,-0.14,10.91,-63,8.749317987
561,52:44.8,-0.04,0.03,0.01,0.48,-0.14,10.9,-63,8.749317987
562,52:44.9,-0.04,0.03,0.01,0.48,-0.14,10.91,-63,8.749317987
563,52:44.9,-0.04,0.03,0.01,0.49,-0.14,10.92,-63,8.749317987
564,52:45.0,-0.04,0.03,0.01,0.49,-0.14,10.92,-63,8.749317987
565,52:45.4,-0.04,0.03,0.01,0.48,-0.14,10.92,-63,8.749317987
566,52:45.1,-0.04,0.03,0.01,0.48,-0.15,10.9,-63,8.749317987
567,52:45.2,-0.04,0.03,0.01,0.48,-0.15,10.91,-63,8.749317987
568,52:45.2,-0.04,0.03,0.01,0.46,-0.08,10.92,-63,8.749317987
569,52:45.3,0.03,-0.01,0.61,-0.06,2.21,11.25,-63,8.749317987
570,52:45.3,-0.08,0.09,0.99,0.77,-0.94,11.7,-63,8.749317987
571,52:45.4,-0.07,0.03,0.46,0.68,-2.4,10.97,-63,8.749317987
572,52:45.5,0.03,0.03,0.06,0.39,0.09,10.8,-63,8.749317987
573,52:45.5,-0.07,0.04,0.01,0.38,-0.46,10.98,-63,8.749317987
574,52:45.6,-0.02,0.03,0.02,0.49,-0.08,10.92,-63,8.749317987
575,52:45.6,-0.03,0.03,0.02,0.48,-0.03,10.89,-63,8.749317987
576,52:45.7,-0.05,0.04,0.01,0.46,-0.23,10.92,-63,8.749317987
577,52:45.8,-0.04,0.03,0.02,0.47,-0.14,10.9,-63,8.749317987
578,52:45.8,-0.04,0.03,0.02,0.48,-0.08,10.89,-63,8.749317987
579,52:45.9,-0.04,0.03,0.01,0.46,-0.15,10.91,-63,8.749317987
580,52:45.9,-0.04,0.03,0.01,0.47,-0.16,10.92,-63,8.749317987
581,52:46.0,-0.04,0.03,0.01,0.47,-0.13,10.92,-63,8.749317987
582,52:46.5,-0.04,0.03,0.01,0.46,-0.13,10.9,-63,8.749317987
583,52:46.1,-0.04,0.03,0.01,0.46,-0.14,10.9,-63,8.749317987
584,52:46.2,-0.04,0.03,0.01,0.47,-0.14,10.91,-63,8.749317987
585,52:46.2,-0.04,0.03,0.01,0.47,-0.13,10.9,-63,8.749317987
586,52:46.3,-0.04,0.03,0.01,0.46,-0.14,10.91,-63,8.749317987
587,52:46.3,-0.04,0.03,0.01,0.46,-0.14,10.91,-63,8.749317987
588,52:46.4,-0.04,0.03,0.01,0.46,-0.14,10.92,-63,8.749317987
589,52:46.5,-0.04,0.03,0.01,0.47,-0.14,10.92,-63,8.749317987
590,52:46.5,-0.04,0.03,0.01,0.46,-0.14,10.92,-63,8.749317987
591,52:46.6,-0.04,0.03,0.01,0.45,-0.14,10.92,-63,8.749317987
592,52:46.6,-0.04,0.03,0.01,0.46,-0.14,10.9,-63,8.749317987
593,52:46.7,-0.04,0.03,0.01,0.46,-0.13,10.91,-63,8.749317987
594,52:46.8,-0.04,0.03,0.01,0.47,-0.14,10.92,-63,8.749317987
595,52:46.8,-0.04,0.03,0.01,0.47,-0.14,10.91,-63,8.749317987
596,52:46.9,-0.04,0.03,0.01,0.47,-0.14,10.9,-63,8.749317987
597,52:46.9,-0.04,0.03,0.01,0.46,-0.14,10.9,-63,8.749317987
598,52:47.4,-0.04,0.03,0.01,0.48,-0.14,10.92,-63,8.749317987
599,52:47.6,0.03,0.01,0.04,0.33,2.4,10.85,-63,8.749317987
600,52:47.1,0.01,0.01,0.1,0.66,4.43,10.47,-63,8.749317987
601,52:47.2,0.06,0,0.19,0.01,5.54,12.06,-63,8.749317987
602,52:47.2,-0.07,0.04,0.2,0.97,3.48,10.04,-63,8.749317987
603,52:47.3,-0.09,0,-0.05,0.8,2.88,11.11,-63,8.749317987
604,52:47.4,-0.04,0.04,0,0.43,0.98,11.65,-63,8.749317987
605,52:47.4,0.09,0.08,0.01,0.28,1.5,10.18,-63,8.749317987
606,52:47.5,-0.17,0.02,0.05,0.36,0.27,10.5,-64,9.197905113
607,52:47.5,-0.03,0.01,0.08,0.68,-0.66,10.55,-64,9.197905113
608,52:47.6,0.13,0.08,-0.04,1.11,-0.64,10.39,-65,9.669491793
609,52:47.6,-0.32,0,-0.79,1.1,-1.78,10.46,-65,9.669491793
610,52:47.7,-0.23,0.07,-1.29,1.06,-4.3,10.81,-65,9.669491793
611,52:47.8,-0.05,0.03,-0.88,1.39,-4.68,11.05,-65,9.669491793
612,52:47.8,-0.02,0.08,-0.47,1.99,-4.53,10.74,-65,9.669491793
613,52:47.9,-0.02,0.1,-0.22,0.48,-2.18,11.1,-64,9.197905113
614,52:48.0,-0.02,0.06,-0.02,0.48,-1.52,10.88,-64,9.197905113
615,52:48.1,-0.06,0.05,0.03,0.46,-1.75,11,-64,9.197905113
616,52:48.8,0.01,0.02,0.04,0.44,0.1,10.91,-64,9.197905113
617,52:48.1,-0.02,0.03,0.02,-0.51,0.83,11.87,-63,8.749317987
618,52:48.2,0.03,0.05,0.74,0.85,0.68,11.08,-62,8.322608714
619,52:48.3,0.01,0.03,1.01,0.41,-0.9,11.19,-62,8.322608714
620,52:48.3,-0.01,0.03,0.51,0.12,-1.01,10.96,-62,8.322608714
621,52:48.4,-0.02,0.02,0.1,0.49,0.18,10.88,-62,8.322608714
622,52:48.4,-0.03,0.03,0.02,0.44,-0.02,10.91,-62,8.322608714
623,52:48.5,-0.04,0.04,0.01,0.43,-0.13,10.93,-62,8.322608714
624,52:48.6,-0.04,0.03,0.01,0.43,-0.06,10.91,-62,8.322608714
625,52:48.6,-0.04,0.03,0.01,0.45,-0.01,10.9,-62,8.322608714
626,52:48.7,-0.04,0.03,0.01,0.45,-0.05,10.91,-62,8.322608714
627,52:48.7,-0.04,0.03,0.01,0.42,-0.07,10.92,-62,8.322608714
628,52:48.8,-0.04,0.03,0.01,0.42,-0.06,10.92,-62,8.322608714
629,52:48.9,-0.04,0.03,0.02,0.42,-0.04,10.93,-62,8.322608714
630,52:48.9,-0.04,0.03,0.01,0.42,-0.05,10.91,-62,8.322608714
631,52:49.0,-0.04,0.03,0.01,0.43,-0.06,10.91,-62,8.322608714
632,52:49.2,-0.04,0.03,0.01,0.42,-0.05,10.93,-62,8.322608714
633,52:49.9,-0.04,0.03,0.01,0.43,-0.04,10.93,-62,8.322608714
634,52:49.2,-0.04,0.03,0.01,0.44,-0.04,10.9,-62,8.322608714
635,52:49.2,-0.04,0.03,0.01,0.43,-0.05,10.92,-62,8.322608714
636,52:49.3,-0.04,0.03,0.01,0.44,-0.06,10.93,-62,8.322608714
637,52:49.3,-0.04,0.03,0.01,0.43,-0.05,10.91,-62,8.322608714
638,52:49.4,-0.04,0.03,0.01,0.44,-0.04,10.91,-62,8.322608714
639,52:49.5,-0.04,0.03,0.01,0.43,-0.05,10.91,-62,8.322608714
640,52:49.5,-0.04,0.03,0.01,0.44,-0.05,10.92,-62,8.322608714
641,52:49.6,-0.04,0.03,0.01,0.44,-0.04,10.9,-62,8.322608714
642,52:49.6,-0.04,0.03,0.01,0.43,-0.05,10.92,-62,8.322608714
643,52:49.7,-0.04,0.03,0.01,0.43,-0.05,10.91,-62,8.322608714
644,52:49.8,-0.04,0.03,0.01,0.43,-0.05,10.92,-62,8.322608714
645,52:49.8,-0.04,0.03,0.01,0.43,-0.04,10.92,-62,8.322608714
646,52:49.9,-0.04,0.03,0.01,0.44,-0.05,10.91,-62,8.322608714
647,52:50.0,-0.04,0.03,0.01,0.44,-0.04,10.91,-62,8.322608714
648,52:50.4,-0.04,0.03,0.01,0.43,-0.04,10.93,-62,8.322608714
649,52:51.0,-0.04,0.03,0.01,0.44,-0.03,10.92,-62,8.322608714
650,52:50.2,-0.04,0.03,0.01,0.43,-0.03,10.91,-62,8.322608714
651,52:50.2,-0.04,0.03,0.01,0.43,-0.04,10.92,-62,8.322608714
