Samples,timestamp,Roll,Pitch,Yow,X,Y,Z,RSSI
1112,1627730623.176674,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1113,1627730623.290681,-0.04,0.03,0.01,0.65,0.05,10.88,-35.0
1114,1627730623.399687,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1115,1627730623.508693,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1116,1627730623.6167,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1117,1627730623.729706,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1118,1627730623.838712,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1119,1627730623.948718,-0.04,0.03,0.01,0.63,0.05,10.87,-35.0
1120,1627730624.054725,-0.04,0.03,0.01,0.63,0.04,10.88,-35.0
1121,1627730624.168731,-0.04,0.03,0.01,0.63,0.05,10.88,-35.0
1122,1627730624.279737,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1123,1627730624.391744,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1124,1627730624.544753,-0.04,0.03,0.01,0.64,0.04,10.89,-35.0
1125,1627730624.656759,-0.04,0.03,0.01,0.64,0.05,10.86,-35.0
1126,1627730624.757765,-0.04,0.03,0.01,0.63,0.03,10.88,-35.0
1127,1627730624.867771,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1128,1627730625.001779,-0.04,0.03,0.01,0.64,0.05,10.89,-35.0
1129,1627730625.108785,-0.04,0.03,0.01,0.63,0.04,10.87,-35.0
1130,1627730625.223791,-0.04,0.03,0.01,0.64,0.04,10.89,-35.0
1131,1627730625.334798,-0.04,0.03,0.01,0.63,0.04,10.88,-35.0
1132,1627730625.445804,-0.04,0.03,0.01,0.65,0.05,10.88,-35.0
1133,1627730625.557811,-0.04,0.03,0.01,0.63,0.05,10.86,-35.0
1134,1627730625.670817,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1135,1627730625.780823,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1136,1627730625.89683,-0.04,0.03,0.01,0.63,0.04,10.88,-35.0
1137,1627730626.016837,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1138,1627730626.124843,-0.04,0.03,0.01,0.63,0.05,10.87,-35.0
1139,1627730626.233849,-0.04,0.03,0.01,0.65,0.05,10.88,-35.0
1140,1627730626.347856,-0.04,0.03,0.01,0.64,0.03,10.88,-35.0
1141,1627730626.464862,-0.04,0.03,0.01,0.64,0.04,10.89,-35.0
1142,1627730626.582869,-0.04,0.03,0.01,0.63,0.05,10.87,-35.0
1143,1627730626.691875,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1144,1627730626.802882,-0.04,0.03,0.01,0.63,0.04,10.87,-35.0
1145,1627730626.913888,-0.04,0.03,0.01,0.63,0.05,10.88,-35.0
1146,1627730627.023894,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1147,1627730627.175903,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1148,1627730627.287909,-0.04,0.03,0.01,0.64,0.04,10.86,-35.0
1149,1627730627.401916,-0.04,0.03,0.01,0.64,0.05,10.86,-35.0
1150,1627730627.510922,-0.04,0.03,0.01,0.64,0.05,10.89,-35.0
1151,1627730627.619928,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1152,1627730627.774937,-0.04,0.03,0.01,0.65,0.05,10.88,-35.0
1153,1627730627.900945,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1154,1627730628.012951,-0.04,0.03,0.01,0.63,0.05,10.88,-35.0
1155,1627730628.17696,-0.04,0.03,0.01,0.64,0.05,10.86,-35.0
1156,1627730628.34797,-0.04,0.03,0.01,0.63,0.04,10.87,-35.0
1157,1627730628.457976,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1158,1627730628.578983,-0.04,0.03,0.01,0.65,0.04,10.87,-35.0
1159,1627730628.68699,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1160,1627730628.798996,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1161,1627730628.906002,-0.04,0.03,0.01,0.65,0.04,10.87,-35.0
1162,1627730629.020009,-0.04,0.03,0.01,0.64,0.04,10.85,-35.0
1163,1627730629.169017,-0.04,0.03,0.01,0.65,0.05,10.87,-35.0
1164,1627730629.283024,-0.04,0.03,0.01,0.64,0.05,10.86,-35.0
1165,1627730629.39103,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1166,1627730629.503036,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1167,1627730629.614043,-0.04,0.03,0.01,0.63,0.04,10.87,-35.0
1168,1627730629.731049,-0.04,0.03,0.01,0.64,0.04,10.86,-35.0
1169,1627730629.838055,-0.04,0.03,0.01,0.63,0.04,10.88,-35.0
1170,1627730629.949062,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1171,1627730630.065068,-0.04,0.03,0.01,0.64,0.05,10.86,-35.0
1172,1627730630.175075,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1173,1627730630.283081,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1174,1627730630.391087,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1175,1627730630.497093,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1176,1627730630.606099,-0.04,0.03,0.01,0.63,0.05,10.87,-35.0
1177,1627730630.725106,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1178,1627730630.835112,-0.04,0.03,0.01,0.64,0.04,10.89,-35.0
1179,1627730630.945119,-0.04,0.03,0.01,0.64,0.05,10.89,-35.0
1180,1627730631.058125,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1181,1627730631.170132,-0.04,0.03,0.01,0.63,0.04,10.87,-35.0
1182,1627730631.274137,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1183,1627730631.380144,-0.04,0.03,0.01,0.64,0.04,10.89,-35.0
1184,1627730631.49415,-0.04,0.03,0.01,0.63,0.05,10.88,-35.0
1185,1627730631.602156,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1186,1627730631.716163,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1187,1627730631.825169,-0.04,0.03,0.01,0.63,0.05,10.88,-35.0
1188,1627730631.937175,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1189,1627730632.045182,-0.04,0.03,0.01,0.63,0.05,10.89,-35.0
1190,1627730632.157188,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1191,1627730632.269194,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1192,1627730632.378201,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1193,1627730632.491207,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1194,1627730632.601213,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1195,1627730632.746222,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1196,1627730632.903231,-0.04,0.03,0.01,0.64,0.05,10.89,-35.0
1197,1627730633.031238,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1198,1627730633.144244,-0.04,0.03,0.01,0.63,0.04,10.86,-35.0
1199,1627730633.257251,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1200,1627730633.370257,-0.04,0.03,0.01,0.63,0.05,10.87,-35.0
1201,1627730633.482264,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1202,1627730633.59627,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1203,1627730633.705277,-0.04,0.03,0.01,0.64,0.04,10.89,-35.0
1204,1627730633.816283,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1205,1627730633.927289,-0.04,0.03,0.01,0.64,0.04,10.89,-35.0
1206,1627730634.038296,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1207,1627730634.150302,-0.04,0.03,0.01,0.64,0.04,10.86,-35.0
1208,1627730634.264309,-0.04,0.03,0.01,0.63,0.05,10.88,-35.0
1209,1627730634.402316,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1210,1627730634.510323,-0.04,0.03,0.01,0.63,0.04,10.87,-35.0
1211,1627730634.619329,-0.04,0.03,0.01,0.63,0.06,10.86,-35.0
1212,1627730634.852342,-0.04,0.03,0.01,0.64,0.06,10.86,-35.0
1213,1627730634.963348,-0.04,0.03,0.01,0.63,0.04,10.87,-35.0
1214,1627730635.088356,-0.04,0.03,0.01,0.63,0.05,10.88,-35.0
1215,1627730635.203362,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1216,1627730635.315369,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1217,1627730635.426375,-0.04,0.03,0.01,0.63,0.05,10.88,-35.0
1218,1627730635.539381,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1219,1627730635.652388,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1220,1627730635.763394,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1221,1627730635.874401,-0.04,0.04,0.01,0.64,0.06,10.88,-35.0
1222,1627730635.982407,-0.04,0.03,0.01,0.64,0.06,10.88,-35.0
1223,1627730636.092413,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1224,1627730636.20942,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1225,1627730636.317426,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1226,1627730636.426432,-0.04,0.03,0.01,0.63,0.05,10.88,-35.0
1227,1627730636.542439,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1228,1627730636.650445,-0.04,0.03,0.01,0.63,0.04,10.88,-35.0
1229,1627730636.759451,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1230,1627730636.871458,-0.04,0.03,0.01,0.62,0.04,10.89,-35.0
1231,1627730636.999465,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1232,1627730637.107471,-0.04,0.03,0.01,0.63,0.05,10.88,-35.0
1233,1627730637.221478,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1234,1627730637.329484,-0.04,0.03,0.01,0.65,0.03,10.89,-35.0
1235,1627730637.446491,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1236,1627730637.559497,-0.04,0.03,0.01,0.64,0.04,10.89,-35.0
1237,1627730637.682504,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1238,1627730637.79351,-0.04,0.03,0.01,0.63,0.05,10.88,-35.0
1239,1627730637.905517,-0.04,0.03,0.01,0.62,0.04,10.88,-35.0
1240,1627730638.017523,-0.04,0.03,0.01,0.64,0.05,10.89,-35.0
1241,1627730638.126529,-0.04,0.03,0.01,0.63,0.05,10.87,-35.0
1242,1627730638.240536,-0.04,0.03,0.01,0.63,0.05,10.87,-35.0
1243,1627730638.353542,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1244,1627730638.459548,-0.04,0.03,0.01,0.63,0.06,10.89,-35.0
1245,1627730638.584556,-0.04,0.03,0.01,0.63,0.05,10.87,-35.0
1246,1627730638.685561,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1247,1627730638.796568,-0.04,0.03,0.01,0.63,0.05,10.87,-35.0
1248,1627730638.910574,-0.04,0.03,0.01,0.63,0.05,10.86,-35.0
1249,1627730639.024581,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1250,1627730639.137587,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1251,1627730639.244593,-0.04,0.03,0.01,0.65,0.05,10.89,-35.0
1252,1627730639.348599,-0.04,0.03,0.01,0.64,0.04,10.89,-35.0
1253,1627730639.450605,-0.04,0.03,0.01,0.63,0.05,10.89,-35.0
1254,1627730639.560611,-0.04,0.03,0.01,0.65,0.04,10.88,-35.0
1255,1627730639.673618,-0.04,0.03,0.01,0.63,0.04,10.87,-35.0
1256,1627730639.780624,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1257,1627730639.900631,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1258,1627730640.019638,-0.04,0.03,0.01,0.63,0.04,10.88,-35.0
1259,1627730640.130644,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1260,1627730640.245651,-0.04,0.03,0.01,0.63,0.05,10.88,-35.0
1261,1627730640.354657,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1262,1627730640.466663,-0.04,0.03,0.01,0.63,0.05,10.87,-35.0
1263,1627730640.58067,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1264,1627730640.712677,-0.04,0.03,0.01,0.62,0.05,10.88,-35.0
1265,1627730640.837684,-0.04,0.03,0.01,0.62,0.05,10.89,-35.0
1266,1627730640.947691,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1267,1627730641.057697,-0.04,0.03,0.01,0.63,0.05,10.88,-35.0
1268,1627730641.170704,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1269,1627730641.28171,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1270,1627730641.587727,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1271,1627730641.695734,-0.04,0.03,0.01,0.63,0.05,10.87,-35.0
1272,1627730641.80874,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1273,1627730641.921746,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1274,1627730642.031753,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1275,1627730642.146759,-0.04,0.03,0.01,0.63,0.05,10.87,-35.0
1276,1627730642.257766,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1277,1627730642.367772,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1278,1627730642.487779,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1279,1627730642.593785,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1280,1627730642.740793,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1281,1627730642.891802,-0.04,0.03,0.01,0.63,0.04,10.89,-35.0
1282,1627730643.007809,-0.04,0.03,0.01,0.64,0.04,10.9,-35.0
1283,1627730643.114815,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1284,1627730643.231821,-0.04,0.03,0.01,0.63,0.04,10.86,-35.0
1285,1627730643.337827,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1286,1627730643.448834,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1287,1627730643.56084,-0.04,0.03,0.01,0.63,0.04,10.89,-35.0
1288,1627730643.670847,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1289,1627730643.784853,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1290,1627730643.90186,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1291,1627730644.007866,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1292,1627730644.121872,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1293,1627730644.231879,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1294,1627730644.395888,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1295,1627730644.509895,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1296,1627730644.618901,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1297,1627730644.728907,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1298,1627730644.839913,-0.04,0.03,0.01,0.64,0.04,10.89,-35.0
1299,1627730644.94992,-0.04,0.03,0.01,0.64,0.04,10.86,-35.0
1300,1627730645.062926,-0.04,0.03,0.01,0.63,0.04,10.88,-35.0
1301,1627730645.173933,-0.04,0.03,0.01,0.63,0.03,10.87,-35.0
1302,1627730645.313941,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1303,1627730645.427947,-0.04,0.03,0.01,0.63,0.05,10.88,-35.0
1304,1627730645.549954,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1305,1627730645.66096,-0.04,0.03,0.01,0.64,0.05,10.89,-35.0
1306,1627730645.787968,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1307,1627730645.900974,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1308,1627730646.012981,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1309,1627730646.121987,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1310,1627730646.231993,-0.04,0.03,0.01,0.64,0.05,10.85,-35.0
1311,1627730646.344999,-0.04,0.03,0.01,0.63,0.03,10.88,-35.0
1312,1627730646.456006,-0.04,0.03,0.01,0.63,0.05,10.87,-35.0
1313,1627730646.570012,-0.04,0.03,0.01,0.63,0.06,10.87,-35.0
1314,1627730646.678019,-0.04,0.03,0.01,0.63,0.04,10.87,-35.0
1315,1627730646.797025,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1316,1627730646.904031,-0.04,0.03,0.01,0.63,0.04,10.88,-35.0
1317,1627730647.016038,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1318,1627730647.127044,-0.04,0.03,0.01,0.63,0.04,10.87,-35.0
1319,1627730647.239051,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1320,1627730647.353057,-0.04,0.03,0.01,0.64,0.04,10.89,-35.0
1321,1627730647.477064,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1322,1627730647.587071,-0.04,0.03,0.01,0.63,0.05,10.89,-35.0
1323,1627730647.740079,-0.04,0.03,0.01,0.63,0.04,10.87,-35.0
1324,1627730647.852086,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1325,1627730647.966092,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1326,1627730648.076099,-0.04,0.03,0.01,0.63,0.04,10.88,-35.0
1327,1627730648.188105,-0.04,0.03,0.01,0.63,0.04,10.87,-35.0
1328,1627730648.297111,-0.04,0.03,0.01,0.63,0.04,10.89,-35.0
1329,1627730648.409118,-0.04,0.03,0.01,0.63,0.05,10.87,-35.0
1330,1627730648.521124,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1331,1627730648.62613,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1332,1627730648.754137,-0.04,0.03,0.01,0.64,0.04,10.86,-35.0
1333,1627730648.861143,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1334,1627730648.97315,-0.04,0.03,0.01,0.63,0.05,10.87,-40.0
1335,1627730649.085156,-0.04,0.03,0.01,0.63,0.05,10.88,-39.0
1336,1627730649.194162,-0.04,0.03,0.01,0.64,0.05,10.88,-38.0
1337,1627730649.306169,-0.04,0.03,0.01,0.64,0.05,10.87,-37.0
1338,1627730649.418175,-0.04,0.03,0.01,0.63,0.04,10.88,-37.0
1339,1627730649.533182,-0.04,0.03,0.01,0.64,0.04,10.88,-37.0
1340,1627730649.651189,-0.04,0.03,0.01,0.62,0.05,10.88,-37.0
1341,1627730649.757195,-0.04,0.03,0.01,0.63,0.05,10.88,-37.0
1342,1627730649.867201,-0.04,0.03,0.01,0.63,0.04,10.87,-37.0
1343,1627730649.980207,-0.04,0.03,0.01,0.63,0.05,10.87,-37.0
1344,1627730650.089214,-0.04,0.03,0.01,0.64,0.05,10.87,-37.0
1345,1627730650.20322,-0.04,0.03,0.01,0.63,0.05,10.87,-37.0
1346,1627730650.315227,-0.04,0.03,0.01,0.64,0.05,10.88,-37.0
1347,1627730650.425233,-0.04,0.03,0.01,0.63,0.05,10.87,-37.0
1348,1627730650.535239,-0.04,0.03,0.01,0.64,0.05,10.89,-37.0
1349,1627730650.648246,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1350,1627730650.758252,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
1351,1627730650.90726,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1352,1627730651.019267,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1353,1627730651.131273,-0.04,0.03,0.01,0.63,0.06,10.88,-36.0
1354,1627730651.358286,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1355,1627730651.475293,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
1356,1627730651.588299,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1357,1627730651.696306,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1358,1627730651.807312,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1359,1627730651.918318,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1360,1627730652.030325,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1361,1627730652.136331,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1362,1627730652.243337,-0.04,0.03,0.01,0.63,0.05,10.86,-36.0
1363,1627730652.355343,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1364,1627730652.464349,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1365,1627730652.576356,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
1366,1627730652.709364,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1367,1627730652.878373,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
1368,1627730652.99538,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1369,1627730653.108386,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1370,1627730653.219393,-0.04,0.03,0.01,0.63,0.05,10.86,-36.0
1371,1627730653.329399,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1372,1627730653.442405,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1373,1627730653.555412,-0.04,0.03,0.01,0.64,0.04,10.86,-36.0
1374,1627730653.675419,-0.04,0.03,0.01,0.63,0.04,10.89,-36.0
1375,1627730653.782425,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1376,1627730653.887431,-0.04,0.03,0.01,0.63,0.06,10.87,-36.0
1377,1627730653.995437,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1378,1627730654.104443,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1379,1627730654.21845,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
1380,1627730654.326456,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1381,1627730654.440463,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
1382,1627730654.553469,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1383,1627730654.659475,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1384,1627730654.769481,-0.04,0.03,0.01,0.65,0.05,10.87,-36.0
1385,1627730654.881488,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
1386,1627730654.998494,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1387,1627730655.109501,-0.04,0.03,0.01,0.65,0.04,10.88,-36.0
1388,1627730655.220507,-0.04,0.03,0.01,0.65,0.05,10.89,-36.0
1389,1627730655.335514,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1390,1627730655.45052,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
1391,1627730655.568527,-0.04,0.03,0.01,0.64,0.06,10.88,-36.0
1392,1627730655.689534,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1393,1627730655.79854,-0.04,0.03,0.01,0.65,0.04,10.89,-36.0
1394,1627730655.909547,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1395,1627730656.023553,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1396,1627730656.132559,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1397,1627730656.241566,-0.04,0.03,0.01,0.63,0.03,10.87,-36.0
1398,1627730656.349572,-0.04,0.03,0.01,0.63,0.06,10.89,-36.0
1399,1627730656.462578,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1400,1627730656.575585,-0.04,0.03,0.01,0.64,0.06,10.88,-36.0
1401,1627730656.690591,-0.04,0.03,0.01,0.63,0.04,10.85,-36.0
1402,1627730656.797597,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1403,1627730656.922604,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1404,1627730657.033611,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
1405,1627730657.147617,-0.04,0.03,0.01,0.62,0.04,10.87,-36.0
1406,1627730657.257624,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1407,1627730657.37263,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1408,1627730657.484637,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1409,1627730657.599643,-0.04,0.03,0.01,0.65,0.04,10.88,-36.0
1410,1627730657.707649,-0.04,0.03,0.01,0.64,0.06,10.89,-36.0
1411,1627730657.819656,-0.04,0.03,0.01,0.63,0.05,10.86,-36.0
1412,1627730657.929662,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1413,1627730658.043669,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1414,1627730658.150675,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1415,1627730658.267681,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1416,1627730658.375688,-0.04,0.03,0.01,0.63,0.04,10.89,-36.0
1417,1627730658.488694,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
1418,1627730658.5997,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1419,1627730658.706707,-0.04,0.03,0.01,0.63,0.05,10.86,-36.0
1420,1627730658.816713,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1421,1627730658.925719,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1422,1627730659.037725,-0.04,0.03,0.01,0.63,0.04,10.86,-36.0
1423,1627730659.148732,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1424,1627730659.256738,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1425,1627730659.365744,-0.04,0.03,0.01,0.63,0.05,10.89,-36.0
1426,1627730659.477751,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1427,1627730659.587757,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1428,1627730659.701763,-0.04,0.03,0.01,0.63,0.04,10.89,-36.0
1429,1627730659.81377,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1430,1627730659.924776,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
1431,1627730660.040783,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1432,1627730660.146789,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1433,1627730660.250795,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1434,1627730660.357801,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1435,1627730660.470807,-0.04,0.03,0.01,0.63,0.05,10.85,-36.0
1436,1627730660.586814,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1437,1627730660.710821,-0.04,0.03,0.01,0.63,0.05,10.89,-36.0
1438,1627730660.815827,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1439,1627730660.927834,-0.04,0.03,0.01,0.63,0.03,10.86,-36.0
1440,1627730661.03984,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
1441,1627730661.150846,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
1442,1627730661.255852,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1443,1627730661.362858,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1444,1627730661.474865,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1445,1627730661.584871,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1446,1627730661.697878,-0.04,0.03,0.01,0.63,0.04,10.89,-36.0
1447,1627730661.812884,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
1448,1627730661.91889,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1449,1627730662.033897,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1450,1627730662.141903,-0.04,0.03,0.01,0.65,0.05,10.87,-36.0
1451,1627730662.252909,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
